Contigs id(VIRUS)	Sequence location	Host taxid	Host name	Refseq  host	sequence location	pmid	evidence
Gammaproteobacteria_gi_489367229	26200428.fasta	1094479	Acinetobacter baumannii ABNIH15			26200428	VirSorter
Gammaproteobacteria_gi_489371609	26200428.fasta	1094479	Acinetobacter baumannii ABNIH15			26200428	VirSorter
Gammaproteobacteria_gi_489372798	26200428.fasta	1094479	Acinetobacter baumannii ABNIH15			26200428	VirSorter
Gammaproteobacteria_gi_489372967	26200428.fasta	1094479	Acinetobacter baumannii ABNIH15			26200428	VirSorter
Gammaproteobacteria_gi_489373919	26200428.fasta	1094479	Acinetobacter baumannii ABNIH15			26200428	VirSorter
Gammaproteobacteria_gi_489374251	26200428.fasta	1094479	Acinetobacter baumannii ABNIH15			26200428	VirSorter
Gammaproteobacteria_gi_489374963	26200428.fasta	1094479	Acinetobacter baumannii ABNIH15			26200428	VirSorter
Gammaproteobacteria_gi_489376960	26200428.fasta	1094480	Acinetobacter baumannii ABNIH16			26200428	VirSorter
Gammaproteobacteria_gi_489378397	26200428.fasta	1094480	Acinetobacter baumannii ABNIH16			26200428	VirSorter
Gammaproteobacteria_gi_489381348	26200428.fasta	1094480	Acinetobacter baumannii ABNIH16			26200428	VirSorter
Gammaproteobacteria_gi_489382006	26200428.fasta	1094480	Acinetobacter baumannii ABNIH16			26200428	VirSorter
Gammaproteobacteria_gi_489383696	26200428.fasta	1094480	Acinetobacter baumannii ABNIH16			26200428	VirSorter
Gammaproteobacteria_gi_489383865	26200428.fasta	1094480	Acinetobacter baumannii ABNIH16			26200428	VirSorter
Gammaproteobacteria_gi_489384114	26200428.fasta	1094480	Acinetobacter baumannii ABNIH16			26200428	VirSorter
Gammaproteobacteria_gi_489393746	26200428.fasta	1094481	Acinetobacter baumannii ABNIH17			26200428	VirSorter
Gammaproteobacteria_gi_489395374	26200428.fasta	1094481	Acinetobacter baumannii ABNIH17			26200428	VirSorter
Gammaproteobacteria_gi_489397818	26200428.fasta	1094481	Acinetobacter baumannii ABNIH17			26200428	VirSorter
Gammaproteobacteria_gi_489398226	26200428.fasta	1094481	Acinetobacter baumannii ABNIH17			26200428	VirSorter
Gammaproteobacteria_gi_489399075	26200428.fasta	1094481	Acinetobacter baumannii ABNIH17			26200428	VirSorter
Gammaproteobacteria_gi_489399575	26200428.fasta	1094481	Acinetobacter baumannii ABNIH17			26200428	VirSorter
Gammaproteobacteria_gi_489399625	26200428.fasta	1094481	Acinetobacter baumannii ABNIH17			26200428	VirSorter
Gammaproteobacteria_gi_489399710	26200428.fasta	1094481	Acinetobacter baumannii ABNIH17			26200428	VirSorter
Gammaproteobacteria_gi_489406804	26200428.fasta	1094482	Acinetobacter baumannii ABNIH18			26200428	VirSorter
Gammaproteobacteria_gi_490707719_16806_52905	26200428.fasta	1094483	Acinetobacter baumannii ABNIH19			26200428	VirSorter
Gammaproteobacteria_gi_490708119	26200428.fasta	1094483	Acinetobacter baumannii ABNIH19			26200428	VirSorter
Gammaproteobacteria_gi_490708151	26200428.fasta	1094483	Acinetobacter baumannii ABNIH19			26200428	VirSorter
Gammaproteobacteria_gi_417872714	26200428.fasta	992403	Acinetobacter baumannii ABNIH2			26200428	VirSorter
Gammaproteobacteria_gi_417873779	26200428.fasta	992403	Acinetobacter baumannii ABNIH2			26200428	VirSorter
Gammaproteobacteria_gi_417874182	26200428.fasta	992403	Acinetobacter baumannii ABNIH2			26200428	VirSorter
Gammaproteobacteria_gi_417874997	26200428.fasta	992403	Acinetobacter baumannii ABNIH2			26200428	VirSorter
Gammaproteobacteria_gi_417876138	26200428.fasta	992403	Acinetobacter baumannii ABNIH2			26200428	VirSorter
Gammaproteobacteria_gi_489410444	26200428.fasta	1094484	Acinetobacter baumannii ABNIH20			26200428	VirSorter
Gammaproteobacteria_gi_489413238	26200428.fasta	1094484	Acinetobacter baumannii ABNIH20			26200428	VirSorter
Gammaproteobacteria_gi_490708858	26200428.fasta	1094484	Acinetobacter baumannii ABNIH20			26200428	VirSorter
Gammaproteobacteria_gi_490708860	26200428.fasta	1094484	Acinetobacter baumannii ABNIH20			26200428	VirSorter
Gammaproteobacteria_gi_490708866	26200428.fasta	1094484	Acinetobacter baumannii ABNIH20			26200428	VirSorter
Gammaproteobacteria_gi_490708869	26200428.fasta	1094484	Acinetobacter baumannii ABNIH20			26200428	VirSorter
Gammaproteobacteria_gi_489414281	26200428.fasta	1094486	Acinetobacter baumannii ABNIH22			26200428	VirSorter
Gammaproteobacteria_gi_489414335	26200428.fasta	1094486	Acinetobacter baumannii ABNIH22			26200428	VirSorter
Gammaproteobacteria_gi_489415741	26200428.fasta	1094486	Acinetobacter baumannii ABNIH22			26200428	VirSorter
Gammaproteobacteria_gi_489415795	26200428.fasta	1094486	Acinetobacter baumannii ABNIH22			26200428	VirSorter
Gammaproteobacteria_gi_489415949	26200428.fasta	1094486	Acinetobacter baumannii ABNIH22			26200428	VirSorter
Gammaproteobacteria_gi_489416412	26200428.fasta	1094486	Acinetobacter baumannii ABNIH22			26200428	VirSorter
Gammaproteobacteria_gi_489416446	26200428.fasta	1094486	Acinetobacter baumannii ABNIH22			26200428	VirSorter
Gammaproteobacteria_gi_489427235	26200428.fasta	1094487	Acinetobacter baumannii ABNIH23			26200428	VirSorter
Gammaproteobacteria_gi_489427437	26200428.fasta	1094487	Acinetobacter baumannii ABNIH23			26200428	VirSorter
Gammaproteobacteria_gi_489430139	26200428.fasta	1094487	Acinetobacter baumannii ABNIH23			26200428	VirSorter
Gammaproteobacteria_gi_489430240	26200428.fasta	1094487	Acinetobacter baumannii ABNIH23			26200428	VirSorter
Gammaproteobacteria_gi_489430319	26200428.fasta	1094487	Acinetobacter baumannii ABNIH23			26200428	VirSorter
Gammaproteobacteria_gi_489430855	26200428.fasta	1094487	Acinetobacter baumannii ABNIH23			26200428	VirSorter
Gammaproteobacteria_gi_489430923	26200428.fasta	1094487	Acinetobacter baumannii ABNIH23			26200428	VirSorter
Gammaproteobacteria_gi_489445320	26200428.fasta	1094488	Acinetobacter baumannii ABNIH24			26200428	VirSorter
Gammaproteobacteria_gi_489445829	26200428.fasta	1094488	Acinetobacter baumannii ABNIH24			26200428	VirSorter
Gammaproteobacteria_gi_489450134	26200428.fasta	1094488	Acinetobacter baumannii ABNIH24			26200428	VirSorter
Gammaproteobacteria_gi_489450980	26200428.fasta	1094488	Acinetobacter baumannii ABNIH24			26200428	VirSorter
Gammaproteobacteria_gi_489451051	26200428.fasta	1094488	Acinetobacter baumannii ABNIH24			26200428	VirSorter
Gammaproteobacteria_gi_489451269	26200428.fasta	1094488	Acinetobacter baumannii ABNIH24			26200428	VirSorter
Gammaproteobacteria_gi_489451792	26200428.fasta	1094488	Acinetobacter baumannii ABNIH24			26200428	VirSorter
Gammaproteobacteria_gi_489478687_0_21970	26200428.fasta	1224165	Acinetobacter baumannii ABNIH25			26200428	VirSorter
Gammaproteobacteria_gi_489480542	26200428.fasta	1224165	Acinetobacter baumannii ABNIH25			26200428	VirSorter
Gammaproteobacteria_gi_489052422	26200428.fasta	1224166	Acinetobacter baumannii ABNIH26			26200428	VirSorter
Gammaproteobacteria_gi_489052885	26200428.fasta	1224166	Acinetobacter baumannii ABNIH26			26200428	VirSorter
Gammaproteobacteria_gi_489055546	26200428.fasta	1224166	Acinetobacter baumannii ABNIH26			26200428	VirSorter
Gammaproteobacteria_gi_489055629	26200428.fasta	1224166	Acinetobacter baumannii ABNIH26			26200428	VirSorter
Gammaproteobacteria_gi_489057112	26200428.fasta	1224166	Acinetobacter baumannii ABNIH26			26200428	VirSorter
Gammaproteobacteria_gi_489057227	26200428.fasta	1224166	Acinetobacter baumannii ABNIH26			26200428	VirSorter
Gammaproteobacteria_gi_489057669	26200428.fasta	1224166	Acinetobacter baumannii ABNIH26			26200428	VirSorter
Gammaproteobacteria_gi_489057705	26200428.fasta	1224166	Acinetobacter baumannii ABNIH26			26200428	VirSorter
Gammaproteobacteria_gi_417877323	26200428.fasta	992404	Acinetobacter baumannii ABNIH3			26200428	VirSorter
Gammaproteobacteria_gi_417882666	26200428.fasta	992405	Acinetobacter baumannii ABNIH4			26200428	VirSorter
Gammaproteobacteria_gi_417883085	26200428.fasta	992405	Acinetobacter baumannii ABNIH4			26200428	VirSorter
Gammaproteobacteria_gi_417883141	26200428.fasta	992405	Acinetobacter baumannii ABNIH4			26200428	VirSorter
Gammaproteobacteria_gi_417883804	26200428.fasta	992405	Acinetobacter baumannii ABNIH4			26200428	VirSorter
Gammaproteobacteria_gi_417884026	26200428.fasta	992405	Acinetobacter baumannii ABNIH4			26200428	VirSorter
Gammaproteobacteria_gi_417884297	26200428.fasta	992405	Acinetobacter baumannii ABNIH4			26200428	VirSorter
Gammaproteobacteria_gi_417884644	26200428.fasta	992405	Acinetobacter baumannii ABNIH4			26200428	VirSorter
Gammaproteobacteria_gi_489199027_9179_40374	26200428.fasta	1094469	Acinetobacter baumannii ABNIH5			26200428	VirSorter
Gammaproteobacteria_gi_489199234_3576_16999	26200428.fasta	1094469	Acinetobacter baumannii ABNIH5			26200428	VirSorter
Gammaproteobacteria_gi_489199916	26200428.fasta	1094469	Acinetobacter baumannii ABNIH5			26200428	VirSorter
Gammaproteobacteria_gi_489204623_33912_70009	26200428.fasta	1094470	Acinetobacter baumannii ABNIH6			26200428	VirSorter
Gammaproteobacteria_gi_489206598	26200428.fasta	1094470	Acinetobacter baumannii ABNIH6			26200428	VirSorter
Gammaproteobacteria_gi_489206652	26200428.fasta	1094470	Acinetobacter baumannii ABNIH6			26200428	VirSorter
Gammaproteobacteria_gi_489208822	26200428.fasta	1094471	Acinetobacter baumannii ABNIH7			26200428	VirSorter
Gammaproteobacteria_gi_489209124	26200428.fasta	1094471	Acinetobacter baumannii ABNIH7			26200428	VirSorter
Gammaproteobacteria_gi_489212380	26200428.fasta	1094471	Acinetobacter baumannii ABNIH7			26200428	VirSorter
Gammaproteobacteria_gi_489216092	26200428.fasta	1094471	Acinetobacter baumannii ABNIH7			26200428	VirSorter
Gammaproteobacteria_gi_489221009	26200428.fasta	1094471	Acinetobacter baumannii ABNIH7			26200428	VirSorter
Gammaproteobacteria_gi_421205227	26200428.fasta	1198108	Acinetobacter baumannii AC12			26200428	VirSorter
Gammaproteobacteria_gi_421205282	26200428.fasta	1198108	Acinetobacter baumannii AC12			26200428	VirSorter
Gammaproteobacteria_gi_421535959	26200428.fasta	1224747	Acinetobacter baumannii AC30			26200428	VirSorter
Gammaproteobacteria_gi_421536002	26200428.fasta	1224747	Acinetobacter baumannii AC30			26200428	VirSorter
Gammaproteobacteria_gi_491285124	26200428.fasta	575584	Acinetobacter baumannii ATCC 19606 = CIP 70.34			26200428	VirSorter
Gammaproteobacteria_gi_491286131_396353_445164	26200428.fasta	575584	Acinetobacter baumannii ATCC 19606 = CIP 70.34			26200428	VirSorter
Gammaproteobacteria_gi_452724915	26200428.fasta	1210907	Acinetobacter baumannii BZICU-2			26200428	VirSorter
Gammaproteobacteria_gi_452725005	26200428.fasta	1210907	Acinetobacter baumannii BZICU-2			26200428	VirSorter
Gammaproteobacteria_gi_421799980	26200428.fasta	903924	Acinetobacter baumannii Canada BC1			26200428	VirSorter
Gammaproteobacteria_gi_421801088	26200428.fasta	903924	Acinetobacter baumannii Canada BC1			26200428	VirSorter
Gammaproteobacteria_gi_421691305	26200428.fasta	903912	Acinetobacter baumannii IS-116			26200428	VirSorter
Gammaproteobacteria_gi_421692020	26200428.fasta	903912	Acinetobacter baumannii IS-116			26200428	VirSorter
Gammaproteobacteria_gi_421455093	26200428.fasta	903899	Acinetobacter baumannii IS-123			26200428	VirSorter
Gammaproteobacteria_gi_421686474	26200428.fasta	903911	Acinetobacter baumannii IS-143			26200428	VirSorter
Gammaproteobacteria_gi_421689343	26200428.fasta	903911	Acinetobacter baumannii IS-143			26200428	VirSorter
Gammaproteobacteria_gi_421641562	26200428.fasta	903905	Acinetobacter baumannii IS-235			26200428	VirSorter
Gammaproteobacteria_gi_421643114_94899_110488	26200428.fasta	903905	Acinetobacter baumannii IS-235			26200428	VirSorter
Gammaproteobacteria_gi_421643305	26200428.fasta	903905	Acinetobacter baumannii IS-235			26200428	VirSorter
Gammaproteobacteria_gi_421645694	26200428.fasta	903906	Acinetobacter baumannii IS-251			26200428	VirSorter
Gammaproteobacteria_gi_421646740_1775_17364	26200428.fasta	903906	Acinetobacter baumannii IS-251			26200428	VirSorter
Gammaproteobacteria_gi_421646976	26200428.fasta	903906	Acinetobacter baumannii IS-251			26200428	VirSorter
Gammaproteobacteria_gi_421648727	26200428.fasta	903906	Acinetobacter baumannii IS-251			26200428	VirSorter
Gammaproteobacteria_gi_421699077	26200428.fasta	903914	Acinetobacter baumannii IS-58			26200428	VirSorter
Gammaproteobacteria_gi_421699372	26200428.fasta	903914	Acinetobacter baumannii IS-58			26200428	VirSorter
Gammaproteobacteria_gi_421701290_2867_18455	26200428.fasta	903914	Acinetobacter baumannii IS-58			26200428	VirSorter
Gammaproteobacteria_gi_387122089_1575025_1616396	26200428.fasta	889738	Acinetobacter baumannii MDR-TJ			26200428	VirSorter
Gammaproteobacteria_gi_469816145	26200428.fasta	889738	Acinetobacter baumannii MDR-TJ			26200428	VirSorter
Gammaproteobacteria_gi_458775987_356067_385385	26200428.fasta	1278070	Acinetobacter baumannii MSP4-16			26200428	VirSorter
Gammaproteobacteria_gi_458777347	26200428.fasta	1278070	Acinetobacter baumannii MSP4-16			26200428	VirSorter
Gammaproteobacteria_gi_425752207	26200428.fasta	903920	Acinetobacter baumannii Naval-113			26200428	VirSorter
Gammaproteobacteria_gi_425752300	26200428.fasta	903920	Acinetobacter baumannii Naval-113			26200428	VirSorter
Gammaproteobacteria_gi_425752931	26200428.fasta	903920	Acinetobacter baumannii Naval-113			26200428	VirSorter
Gammaproteobacteria_gi_425754763	26200428.fasta	903920	Acinetobacter baumannii Naval-113			26200428	VirSorter
Gammaproteobacteria_gi_425755274	26200428.fasta	903920	Acinetobacter baumannii Naval-113			26200428	VirSorter
Gammaproteobacteria_gi_417577763	26200428.fasta	903896	Acinetobacter baumannii Naval-17			26200428	VirSorter
Gammaproteobacteria_gi_417578405	26200428.fasta	903896	Acinetobacter baumannii Naval-17			26200428	VirSorter
Gammaproteobacteria_gi_421790481	26200428.fasta	903922	Acinetobacter baumannii Naval-2			26200428	VirSorter
Gammaproteobacteria_gi_421791759	26200428.fasta	903922	Acinetobacter baumannii Naval-2			26200428	VirSorter
Gammaproteobacteria_gi_421794482	26200428.fasta	903922	Acinetobacter baumannii Naval-2			26200428	VirSorter
Gammaproteobacteria_gi_421798195	26200428.fasta	903923	Acinetobacter baumannii Naval-21			26200428	VirSorter
Gammaproteobacteria_gi_445406158	26200428.fasta	903927	Acinetobacter baumannii Naval-57			26200428	VirSorter
Gammaproteobacteria_gi_445479627	26200428.fasta	903936	Acinetobacter baumannii Naval-78			26200428	VirSorter
Gammaproteobacteria_gi_445479742	26200428.fasta	903936	Acinetobacter baumannii Naval-78			26200428	VirSorter
Gammaproteobacteria_gi_445483523	26200428.fasta	903936	Acinetobacter baumannii Naval-78			26200428	VirSorter
Gammaproteobacteria_gi_421789164	26200428.fasta	903921	Acinetobacter baumannii Naval-82			26200428	VirSorter
Gammaproteobacteria_gi_490854578	26200428.fasta	1217642	Acinetobacter baumannii NIPH 1362			26200428	VirSorter
Gammaproteobacteria_gi_490972898_504401_534040	26200428.fasta	1217640	Acinetobacter baumannii NIPH 190			26200428	VirSorter
Gammaproteobacteria_gi_491255701	26200428.fasta	1217630	Acinetobacter baumannii NIPH 201			26200428	VirSorter
Gammaproteobacteria_gi_490881971_1682317_1732054	26200428.fasta	1217645	Acinetobacter baumannii NIPH 2061			26200428	VirSorter
Gammaproteobacteria_gi_491278475	26200428.fasta	1217631	Acinetobacter baumannii NIPH 290			26200428	VirSorter
Gammaproteobacteria_gi_491269195	26200428.fasta	1217632	Acinetobacter baumannii NIPH 329			26200428	VirSorter
Gammaproteobacteria_gi_491269334	26200428.fasta	1217632	Acinetobacter baumannii NIPH 329			26200428	VirSorter
Gammaproteobacteria_gi_491262616_0_40089	26200428.fasta	1217633	Acinetobacter baumannii NIPH 335			26200428	VirSorter
Gammaproteobacteria_gi_514965089	26200428.fasta	1217634	Acinetobacter baumannii NIPH 410			26200428	VirSorter
Gammaproteobacteria_gi_490981638	26200428.fasta	1217647	Acinetobacter baumannii NIPH 60			26200428	VirSorter
Gammaproteobacteria_gi_490878602	26200428.fasta	1217641	Acinetobacter baumannii NIPH 615			26200428	VirSorter
Gammaproteobacteria_gi_491276315	26200428.fasta	1217628	Acinetobacter baumannii NIPH 70			26200428	VirSorter
Gammaproteobacteria_gi_421652070_0_51475	26200428.fasta	903907	Acinetobacter baumannii OIFC0162			26200428	VirSorter
Gammaproteobacteria_gi_445431193_11943_67663	26200428.fasta	903928	Acinetobacter baumannii OIFC021			26200428	VirSorter
Gammaproteobacteria_gi_445437041_4757_39406	26200428.fasta	903928	Acinetobacter baumannii OIFC021			26200428	VirSorter
Gammaproteobacteria_gi_421808573	26200428.fasta	903926	Acinetobacter baumannii OIFC035			26200428	VirSorter
Gammaproteobacteria_gi_445460533	26200428.fasta	903933	Acinetobacter baumannii OIFC047			26200428	VirSorter
Gammaproteobacteria_gi_421672983	26200428.fasta	903932	Acinetobacter baumannii OIFC065			26200428	VirSorter
Gammaproteobacteria_gi_421676758	26200428.fasta	903932	Acinetobacter baumannii OIFC065			26200428	VirSorter
Gammaproteobacteria_gi_421623336	26200428.fasta	903901	Acinetobacter baumannii OIFC074			26200428	VirSorter
Gammaproteobacteria_gi_421665919_1836_25157	26200428.fasta	903929	Acinetobacter baumannii OIFC087			26200428	VirSorter
Gammaproteobacteria_gi_421667774	26200428.fasta	903929	Acinetobacter baumannii OIFC087			26200428	VirSorter
Gammaproteobacteria_gi_421672213	26200428.fasta	903930	Acinetobacter baumannii OIFC099			26200428	VirSorter
Gammaproteobacteria_gi_421199284	26200428.fasta	903892	Acinetobacter baumannii OIFC109			26200428	VirSorter
Gammaproteobacteria_gi_421661713_0_7378	26200428.fasta	903910	Acinetobacter baumannii OIFC110			26200428	VirSorter
Gammaproteobacteria_gi_421662044	26200428.fasta	903910	Acinetobacter baumannii OIFC110			26200428	VirSorter
Gammaproteobacteria_gi_421663172	26200428.fasta	903910	Acinetobacter baumannii OIFC110			26200428	VirSorter
Gammaproteobacteria_gi_421663842	26200428.fasta	903910	Acinetobacter baumannii OIFC110			26200428	VirSorter
Gammaproteobacteria_gi_421664879	26200428.fasta	903910	Acinetobacter baumannii OIFC110			26200428	VirSorter
Gammaproteobacteria_gi_421676779	26200428.fasta	903935	Acinetobacter baumannii OIFC111			26200428	VirSorter
Gammaproteobacteria_gi_421677648_167_21318	26200428.fasta	903935	Acinetobacter baumannii OIFC111			26200428	VirSorter
Gammaproteobacteria_gi_421679327	26200428.fasta	903935	Acinetobacter baumannii OIFC111			26200428	VirSorter
Gammaproteobacteria_gi_421628443	26200428.fasta	903903	Acinetobacter baumannii OIFC180			26200428	VirSorter
Gammaproteobacteria_gi_421630246	26200428.fasta	903903	Acinetobacter baumannii OIFC180			26200428	VirSorter
Gammaproteobacteria_gi_421631422	26200428.fasta	903903	Acinetobacter baumannii OIFC180			26200428	VirSorter
Gammaproteobacteria_gi_417567970	26200428.fasta	903894	Acinetobacter baumannii OIFC189			26200428	VirSorter
Gammaproteobacteria_gi_417571585	26200428.fasta	903894	Acinetobacter baumannii OIFC189			26200428	VirSorter
Gammaproteobacteria_gi_445466650	26200428.fasta	903934	Acinetobacter baumannii OIFC338			26200428	VirSorter
